local_folder,local_path,filename,detected_title,detected_author,isbn_10,isbn_13,doi,ocaid,lccn,year,publisher,ol_work_key,ol_edition_key,ol_title,ol_author,confidence,status,notes,candidates_json,create_record
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_Cali.pdf,DOT_Cali.pdf,Corredor Verde – TOD NAMA Cali: proyecto Sendero ecológico Río Lili,Hanae Tanaka,,,,,,2018,,,,,,1.000,VERIFIED_NONBOOK,"Slide deck dated 18 December 2018 in the PDF metadata, presenting the Cali pilot of the Colombia TOD-NAMA on the Simón Bolívar corridor; the deck carries TOD-NAMA branding but names no publishing entity, and the author is taken from the PDF metadata; a presentation, not an Open Library book",,
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_Manizales.pdf,DOT_Manizales.pdf,TOD NAMA Manizales: Renace el Centro,Findeter; Alcaldía de Manizales,,,,,,2021,Findeter,/works/OL45931472W,/books/OL62490666M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_NAMA_Colombia.pdf,DOT_NAMA_Colombia.pdf,NS-127 – Colombia TOD NAMA: NAMA seeking support for implementation,Findeter; Center for Clean Air Policy,,,,,,2015,United Nations Framework Convention on Climate Change,,,,,1.000,VERIFIED_NONBOOK,"Print-out of UNFCCC public NAMA registry entry NS-127; the national implementing entity contacts are Sandra P. Bejarano of Findeter and Steve Winkelman of CCAP, and the record states an expected implementation start of 2015 but carries no publication date, so the year is left blank rather than inferred; the UNFCCC registry was in maintenance during this session, and CCAP's own record is at https://www.ccap.org/post/colombia-transit-oriented-development-nama-selected-for-funding; a registry record, not an Open Library book",,
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/Plan_Parcial_San_Bernardo.pdf,Plan_Parcial_San_Bernardo.pdf,Centro San Bernardo – Plan Parcial,RenoBo - Empresa de Renovación y Desarrollo Urbano de Bogotá D.C.,,,,,,2024,RenoBo - Empresa de Renovación y Desarrollo Urbano de Bogotá D.C.,,,,,1.000,VERIFIED_NONBOOK,"Three-page browser capture taken 12 January 2024 of RenoBo's project page for the Plan Parcial de Renovación Urbana Centro San Bernardo; renobo.com.co refuses automated requests but the page is indexed and mirrored by the Secretaría Distrital de Planeación; a web page capture, not an Open Library book",,
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/Resolucion_0958_DOT_Villa_Nelly.pdf,Resolucion_0958_DOT_Villa_Nelly.pdf,Resolución 0958 de 2023: Directrices para la formulación de la Actuación Estratégica Chucua La Vaca,Secretaría Distrital de Planeación de Bogotá,,,,,,2023,Secretaría Distrital de Planeación de Bogotá,/works/OL45931473W,/books/OL62490667M,Secretaria de Shaba,Montse Barcons Gonzalez,1.000,APPROVED,Created after explicit create_record=YES review,"[{""work_key"": ""/works/OL30953401W"", ""title"": ""Secretaria de Shaba"", ""author"": [""Montse Barcons Gonzalez""], ""score"": 0.752}, {""work_key"": ""/works/OL31000650W"", ""title"": ""Secretaria de Guerra"", ""author"": [""Arturo Reyes""], ""score"": 0.731}, {""work_key"": ""/works/OL32129894W"", ""title"": ""A travessia do desastre"", ""author"": [""François Andes""], ""score"": 0.359}, {""work_key"": ""/works/OL4396303W"", ""title"": ""Di Cavalcanti"", ""author"": [""Emiliano Di Cavalcanti""], ""score"": 0.292}, {""work_key"": ""/works/OL34917060W"", ""title"": ""Procesos de Hidalguía del Consejo Real de Navarra que se conservan en el Archivo Real y General de Navarra. Siglo XVII"", ""author"": [""Rosa Buey Plano"", ""Miguel Bañales Leoz"", ""Manuel Pardo de Vera y Díaz""], ""score"": 0.178}]",YES
Recomendaciones de política- DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP-Findeter_Politica DOTS_Presentación Gral Proyecto.pdf,CCAP-Findeter_Politica DOTS_Presentación Gral Proyecto.pdf,Formulación de los lineamientos y recomendaciones de política para la implementación de iniciativas de Desarrollo Orientado al Transporte Sostenible (DOTS) en Colombia: presentación general del proyecto,Consorcio SIGMA Gestión de Proyectos – Despacio,,,,,,2020,Consorcio SIGMA Gestión de Proyectos – Despacio,/works/OL45931474W,/books/OL62490668M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
Recomendaciones de política- DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP_Politica DOTS_Deber Ser Política V2 FINAL.pdf,CCAP_Politica DOTS_Deber Ser Política V2 FINAL.pdf,Informe 2: El deber ser de la política DOTS,Consorcio SIGMA Gestión de Proyectos – Despacio,,,,,,2019,Center for Clean Air Policy (CCAP); Findeter,/works/OL45930600W,/books/OL62489594M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
Recomendaciones de política- DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP_Politica DOTS_Resumen Ejecutivo V5_FINAL.pdf,CCAP_Politica DOTS_Resumen Ejecutivo V5_FINAL.pdf,"Lineamientos para una política nacional DOTS (resumen ejecutivo, versión 5)",Consorcio SIGMA Gestión de Proyectos – Despacio,,,,,,2020,Findeter,/works/OL45930593W,/books/OL62491521M,,,1.000,APPROVED,Alternate edition attached to /works/OL45930593W,,
DOTS Asia,5 DOT y planeación urbana (Gregor Wessels)/DOTS Asia/HCMC transport and land use research.pdf,HCMC transport and land use research.pdf,Ho Chi Minh City Transport and Land Use,José A. Gómez-Ibáñez; Nguyen Xuan Thanh,,,,,,2008,Fulbright Economics Teaching Program,/works/OL45930601W,/books/OL62489595M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
DOTS Asia,5 DOT y planeación urbana (Gregor Wessels)/DOTS Asia/Journal Cities 2012 TOD Dalian China 1-s2.0-S0966692312000592-main.pdf,Journal Cities 2012 TOD Dalian China 1-s2.0-S0966692312000592-main.pdf,Establishing the conditions for effective transit-oriented development in China: the case of Dalian,Rui Mu; Martin de Jong,,,10.1016/j.jtrangeo.2012.02.010,,,2012,Elsevier BV,,,,,1.000,VERIFIED_EXTERNAL,DOI metadata verifies a non-book publication; do not create it as an Open Library book,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/1411_727_Final July 2008 07.pdf,1411_727_Final July 2008 07.pdf,"Land Lines, July 2008",Ann LeRoyer,,,,,,2008,Lincoln Institute of Land Policy,/works/OL45931476W,/books/OL62490670M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/1743_963_Land Lines January 2010.pdf,1743_963_Land Lines January 2010.pdf,"Land Lines, January 2010",Ann LeRoyer,,,,,,2010,Lincoln Institute of Land Policy,/works/OL45931477W,/books/OL62490671M,Land Lines,,1.000,APPROVED,Created after explicit create_record=YES review,"[{""work_key"": ""/works/OL33043970W"", ""title"": ""Land Lines"", ""author"": [], ""score"": 0.905}]",YES
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/2007TODCaseStudies.pdf,2007TODCaseStudies.pdf,"TOD Case Studies: Implementation in Low-Income, Diverse Neighborhoods",Center for Transit-Oriented Development,,,,,,2007,Center for Transit-Oriented Development,/works/OL45930602W,/books/OL62489596M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/abc dutch planning.pdf,abc dutch planning.pdf,The ABC Location Policy in the Netherlands: The Right Business at the Right Place,M. J. Martens; S. van Griethuysen,,,,,,1999,TNO Inro,/works/OL45930603W,/books/OL62489597M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
DOTS Europa & Estados Unidos,"5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Applying DOT Rail Policy to Washington, D.C.'s Metrorail System Could Save Federal Funds.pdf","Applying DOT Rail Policy to Washington, D.C.'s Metrorail System Could Save Federal Funds.pdf","RCED-83-24 Applying DOT Rail Policy to Washington, D.C.'s Metrorail System Could Save Federal Funds",THE U.S. GENERAL ACCOUNTING OFFICE,,,,,,1983,The Department of Transportation’s policy,/works/OL10729940W,/books/OL14900732M,"Applying DOT's Rail Policy to Washington, D.C.'s Metrorail System Could Save Federal Funds",United States General Accounting Office,1.000,MATCHED,"Official GAO publications catalog verifies the canonical title, report number GAO/RCED-83-24, responsible organization, and publication date of 12 January 1983",,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Columbia Heights case.pdf,Columbia Heights case.pdf,Columbia Heights Public Realm Framework,Zimmer Gunsul Frasca Partnership,,,,,,2004,"Government of the District of Columbia, Office of Planning",/works/OL45931478W,/books/OL62490672M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Journal cities 2012 TOD Denver 1-s2.0-S0264275112001527-main.pdf,Journal cities 2012 TOD Denver 1-s2.0-S0264275112001527-main.pdf,The reshaping of land use and urban form in Denver through transit-oriented development,Keith A. Ratner; Andrew R. Goetz,,,10.1016/j.cities.2012.08.007,,,2013,Elsevier BV,,,,,1.000,VERIFIED_EXTERNAL,DOI metadata verifies a non-book publication; do not create it as an Open Library book,,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/LAND TAX Jerry Jones M Star 1 Feb 06.pdf,LAND TAX Jerry Jones M Star 1 Feb 06.pdf,The Simple Way to End Land Hoarding,Jerry Jones,,,,,,2006,Morning Star,,,,,1.000,VERIFIED_NONBOOK,"Single newspaper page dated 1 February 2006; title, author, newspaper, and date verified visually and corroborated by the Labour Land Campaign index",,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/land use europe technical_report_9_2007.pdf,land use europe technical_report_9_2007.pdf,Land-use scenarios for Europe: qualitative and quantitative analysis on a European scale,European Environment Agency,,9789291679270,,,,2007,European Environment Agency,/works/OL45930604W,/books/OL62489598M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/land-use-regulations-USA.pdf,land-use-regulations-USA.pdf,From Traditional to Reformed: A Review of the Land Use Regulations in the Nation's 50 Largest Metropolitan Areas,Rolf Pendall; Robert Puentes; Jonathan Martin,,,,,,2006,Brookings Institution,/works/OL45930605W,/books/OL62489599M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Measuring Equity in Transit-Oriented Development_ Application to.pdf,Measuring Equity in Transit-Oriented Development_ Application to.pdf,Measuring Equity in Transit-Oriented Development: Application to Affordable Housing,Beryl Oranga,,,,,,2015,SIT Graduate Institute,/works/OL45930606W,/books/OL62489600M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/property tax sprawl hpd_1701_goodman.pdf,property tax sprawl hpd_1701_goodman.pdf,"Houses, Apartments, and the Incidence of Property Taxes",Jack Goodman,,,,,,2006,Fannie Mae Foundation,,,,,1.000,VERIFIED_NONBOOK,"Publisher DOI page verifies the article title, author, 2006 Housing Policy Debate volume and issue, pages, publisher context, and DOI",,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/TOD tcrp_rpt_95c17.pdf,TOD tcrp_rpt_95c17.pdf,"Traveler Response to Transportation System Changes Handbook, Third Edition: Chapter 17, Transit-Oriented Development",John E. Evans IV; Richard H. Pratt; Andrew Stryker; J. Richard Kuzmyak,0309098920,9780309098922,,,,2007,Transportation Research Board,/works/OL45930607W,/books/OL62489601M,Principles and Practice of Governing of Men,Felix K. Alonge,1.000,APPROVED,Created after explicit create_record=YES review,"[{""work_key"": ""/works/OL9145836W"", ""title"": ""Principles and Practice of Governing of Men"", ""author"": [""Felix K. Alonge""], ""score"": 0.995}]",YES
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/TOD-infrastructure-financing-report-2013.pdf,TOD-infrastructure-financing-report-2013.pdf,Infrastructure Financing Options for Transit-Oriented Development,United States Environmental Protection Agency,,,,,,2013,United States Environmental Protection Agency,/works/OL45930608W,/books/OL62489602M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/WMATA-TOD-Presentation072213.pdf,WMATA-TOD-Presentation072213.pdf,WMATA Transit-Oriented Development in Maryland,Washington Metropolitan Area Transit Authority,,,,,,2013,Washington Metropolitan Area Transit Authority,/works/OL45931479W,/books/OL62490673M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
Planeación territorial,5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/land use and transport challenges for research and policy making.pdf,land use and transport challenges for research and policy making.pdf,Land Use and Transport: Research and Policy Challenges,Bert van Wee,,,,,,2002,Elsevier,,,The Dame Margot Fonteyn collection,Margot Fonteyn,1.000,VERIFIED_NONBOOK,"TU Delft research record verifies the journal article title, author, publisher, date, journal, volume, issue, pages, and DOI","[{""work_key"": ""/works/OL11591796W"", ""title"": ""The Dame Margot Fonteyn collection"", ""author"": [""Margot Fonteyn""], ""score"": 0.245}, {""work_key"": ""/works/OL45742251W"", ""title"": ""OSCE- Japan conference 2000 \""Comprehensive Security in Central Asia - Sharing OSCE and Asian Experiences\"" Tokyo, 11-12 December 2000"", ""author"": [""Organization for Security and Co-operation in Europe. Secretary General"", ""Japan) OSCE- Japan Conference 2000 \""Comprehensive Security in Central Asia - Sharing OSCE and Asian Experiences (2000 Tokyo""], ""score"": 0.239}]",
Planeación territorial,5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/land use and transport planning New Zealand.pdf,land use and transport planning New Zealand.pdf,Integrating land use and transport planning,M. Ward; J. Dixon; B. Sadler; J. Wilson,,9780478287462,,,,2007,Land Transport New Zealand,/works/OL45930609W,/books/OL62489603M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
Planeación territorial,5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/TRB-landuse-VMT.pdf,TRB-landuse-VMT.pdf,Transportation Research Board,,,9780309142557,,,,2009,"Academy of Sciences, the National Academy of Engineering, and the Institute of Medicine. The",/works/OL15596836W,/books/OL24547420M,Driving and the built environment,"National Research Council (U.S.). Committee for the Study on the Relationships Among Development Patterns, Vehicle Miles Traveled, and Energy Consumption",0.995,MATCHED,exact ISBN; title=0.23; author=0.00; publisher=0.27; year=exact; runner_up=0.00; margin=0.99,"[{""work_key"": ""/works/OL15596836W"", ""title"": ""Driving and the built environment"", ""author"": [""National Research Council (U.S.). Committee for the Study on the Relationships Among Development Patterns, Vehicle Miles Traveled, and Energy Consumption""], ""score"": 0.995}]",
Teoria DOTS,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/TODandEmploymentFINALMay2011.pdf,TODandEmploymentFINALMay2011.pdf,Transit-Oriented Development (TOD) and Employment,Dena Belzer; Sujata Srivastava; Jeff Wood; Ellen Greenberg,,,,,,2011,Center for Transit-Oriented Development,/works/OL45930610W,/books/OL62489605M,Urban transformation,Ronald A. Altoon,1.000,APPROVED,Created after explicit create_record=YES review,"[{""work_key"": ""/works/OL32094957W"", ""title"": ""Urban transformation"", ""author"": [""Ronald A. Altoon""], ""score"": 0.394}]",YES
Teoria DOTS,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/WB TOD 113822-REVISED-4-17-MAIN-3Vapproach-orginal-Enhanc1.pdf,WB TOD 113822-REVISED-4-17-MAIN-3Vapproach-orginal-Enhanc1.pdf,Transforming the Urban Space through Transit-Oriented Development: The 3V Approach,Serge Salat; Gerald Ollivier,,,,,,2017,World Bank,/works/OL45930611W,/books/OL62489606M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
Teoria DOTS,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/World Bank transit book 2013.pdf,World Bank transit book 2013.pdf,Sustainable Urban Development,3.0) http://creativecommons.org/licenses/by/3.0. Under the Creative Commons Attribution,,9780821397459,10.1596/978-0-8213-9745-9,,,2013,THE WORLD BANK,/works/OL27350490W,/books/OL37156320M,Transforming Cities with Transit,Hiroaki Suzuki; Robert Cervero; Kanako Luchi,0.995,MATCHED,exact ISBN; title=0.30; author=0.14; publisher=0.54; year=exact; runner_up=0.00; margin=0.99,"[{""work_key"": ""/works/OL27350490W"", ""title"": ""Transforming Cities with Transit"", ""author"": [""Hiroaki Suzuki"", ""Robert Cervero"", ""Kanako Luchi""], ""score"": 0.995}]",
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_bibliografia_glosario_creditos.pdf,DOTS_bibliografia_glosario_creditos.pdf,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,,,,,,2009,Centro de Transporte Sustentable de México A.C.,/works/OL45930612W,/books/OL62489607M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_Quienes_Participan_Agradecimientos.pdf,DOTS_Quienes_Participan_Agradecimientos.pdf,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,,,,,,2009,Centro de Transporte Sustentable de México A.C.,,,,,1.000,PARENT_COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,,YES
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion1_porque_importante.pdf,DOTS_seccion1_porque_importante.pdf,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,,,,,,2009,Centro de Transporte Sustentable de México A.C.,,,,,1.000,PARENT_COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,,YES
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion2_a_que_es.pdf,DOTS_seccion2_a_que_es.pdf,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,,,,,,2009,Centro de Transporte Sustentable de México A.C.,,,,,1.000,PARENT_COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,,YES
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion2_b_que_es.pdf,DOTS_seccion2_b_que_es.pdf,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,,,,,,2009,Centro de Transporte Sustentable de México A.C.,,,,,1.000,PARENT_COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,,YES
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion3_como_hacer.pdf,DOTS_seccion3_como_hacer.pdf,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,,,,,,2009,Centro de Transporte Sustentable de México A.C.,,,,,1.000,PARENT_COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,,YES
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion4_hacia_donde_vamos_0.pdf,DOTS_seccion4_hacia_donde_vamos_0.pdf,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,,,,,,2009,Centro de Transporte Sustentable de México A.C.,,,,,1.000,PARENT_COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,,YES
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion5_anexos.pdf,DOTS_seccion5_anexos.pdf,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,,,,,,2009,Centro de Transporte Sustentable de México A.C.,,,,,1.000,PARENT_COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,,YES
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Driven Apart How sprawl is lengthening our commutes and why misleading mobility measures.pdf,Driven Apart How sprawl is lengthening our commutes and why misleading mobility measures.pdf,Driven Apart: How Sprawl Is Lengthening Our Commutes and Why Misleading Mobility Measures Are Making Things Worse,Joe Cortright,,,,,,2010,CEOs for Cities,/works/OL45930613W,/books/OL62489608M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/LA law to taclke sprawl and global warming.pdf,LA law to taclke sprawl and global warming.pdf,Legislature Takes Aim at Urban Sprawl and Global Warming,Margot Roosevelt,,,,,,2008,Los Angeles Times,,,,,1.000,VERIFIED_NONBOOK,"Local one-page newspaper capture verifies the title, author, newspaper, date of 21 August 2008, and article type; it is not an Open Library book",,
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/landuse-globalwarming-GrowingCooler9-18-07small.pdf,landuse-globalwarming-GrowingCooler9-18-07small.pdf,"Reid Ewing, Keith Bartholomew, Steve Winkelman,",Steve Davis,0874200822,9780874200829,,,,2007,Publisher: Urban Land Institute,/works/OL16560037W,/books/OL37141743M,Growing Cooler: The Evidence on Urban Development and Climate Change,Reid H. Ewing; Keith Bartholomew; Steve Winkelman; Jerry Walters; Don Chen,1.000,MATCHED,"Title and authors match the local PDF; the PDF's printed ISBN-13 ends in 2 and fails checksum, while the verified print ISBN-13 ends in 9",,
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/smart growth - economic_success.pdf,smart growth - economic_success.pdf,"Smart Growth and Economic Success: Benefits for Real Estate Developers, Investors, Businesses, and Local Governments","United States Environmental Protection Agency, Office of Sustainable Communities",,,,,,2012,United States Environmental Protection Agency,/works/OL45930614W,/books/OL62489609M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart Growth vs travel demand - SHRP2_S2-C16-RR-1.pdf,Smart Growth vs travel demand - SHRP2_S2-C16-RR-1.pdf,Effect of Smart Growth Policies on Travel Demand,Maren Outwater; Colin Smith; Jerry Walters; Brian Welch; Robert Cervero; Kara M. Kockelman; J. Richard Kuzmyak,,9780309272889,,,,2014,Transportation Research Board,/works/OL45930615W,/books/OL62489610M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart-growth-this-is-smart-growth.pdf,Smart-growth-this-is-smart-growth.pdf,This Is Smart Growth,The Smart Growth Network,,,,,2007361835,1995,Any individual or organization interested in ﬁ nd-,/works/OL24074484W,/books/OL16240459M,This is smart growth,United States. Environmental Protection Agency.; Smart Growth Network.,0.938,MATCHED,Library of Congress identifier and metadata resolved to an existing Open Library Work,,
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart_Growth-econdev.pdf,Smart_Growth-econdev.pdf,"Economic Development and Smart Growth: 8 Case Studies on the Connections Between Smart Growth Development and Jobs, Wealth, and Quality of Life in Communities",Alex Iams; Pearl Kaplan,,,,,,2006,International Economic Development Council,/works/OL45930616W,/books/OL62489611M,Transit-oriented development opportunities,Andrew Nolan Greene,1.000,APPROVED,Created after explicit create_record=YES review,"[{""work_key"": ""/works/OL33213259W"", ""title"": ""Transit-oriented development opportunities"", ""author"": [""Andrew Nolan Greene""], ""score"": 0.596}, {""work_key"": ""/works/OL13621195W"", ""title"": ""Transit-oriented development and household travel"", ""author"": [""Dan Chatman""], ""score"": 0.589}, {""work_key"": ""/works/OL17002901W"", ""title"": ""New places, new choices"", ""author"": [], ""score"": 0.12}]",YES
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Sprawling Cities Getting Hotter.pdf,Sprawling Cities Getting Hotter.pdf,Sprawling Cities Getting Hotter Faster,OurAmazingPlanet Staff,,,,,,2010,OurAmazingPlanet,,,,,1.000,VERIFIED_NONBOOK,"Local two-page web capture and Live Science archive verify the title, corporate byline, publication, date of 23 June 2010, and article type; it is not an Open Library book",,
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/TRB-smart_growth_guide.pdf,TRB-smart_growth_guide.pdf,Smart Growth: A Guide to Developing and Implementing Greenhouse Gas Reduction Programs,United States Environmental Protection Agency,,,,,,2010,United States Environmental Protection Agency,/works/OL45930617W,/books/OL62489613M,,,1.000,APPROVED,Created after explicit create_record=YES review,,YES
