local_folder,local_path,filename,previous_status,verification_status,source,document_type,canonical_title,canonical_author,canonical_publisher,canonical_year,doi,ocaid,lccn,isbn_10,isbn_13,external_url,ol_work_key,ol_edition_key,confidence,duplicate_of_path,parent_publication_id,publication_role,notes,candidates_json
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/anexo29-actuacion_estrategica_reverdecer_sur.pdf,anexo29-actuacion_estrategica_reverdecer_sur.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,planning-document,"Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021",Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2021,,,,,,https://www.sdp.gov.co/micrositios/pot/documentos,,,1.000,,pot-bogota-dts-2021,COMPONENT,"Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Anexo 29. Actuación Estratégica Reverdecer del Sur - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network",
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroi_componente_general.pdf,dts_libroi_componente_general.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,planning-document,"Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021",Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2021,,,,,,https://www.sdp.gov.co/micrositios/pot/documentos,,,1.000,,pot-bogota-dts-2021,COMPONENT,"Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 1. Componente General - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network",
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroii_componente_urbano.pdf,dts_libroii_componente_urbano.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,planning-document,"Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021",Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2021,,,,,,https://www.sdp.gov.co/micrositios/pot/documentos,,,1.000,,pot-bogota-dts-2021,COMPONENT,"Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 2. Componente Urbano - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network",
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroiii_componente_rural_0.pdf,dts_libroiii_componente_rural_0.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,planning-document,"Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021",Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2021,,,,,,https://www.sdp.gov.co/micrositios/pot/documentos,,,1.000,,pot-bogota-dts-2021,COMPONENT,"Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 3. Componente Rural - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network",
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroiv_instrumentos_072021.pdf,dts_libroiv_instrumentos_072021.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,planning-document,"Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021",Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2021,,,,,,https://www.sdp.gov.co/micrositios/pot/documentos,,,1.000,,pot-bogota-dts-2021,COMPONENT,"Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 4. Instrumentos de planeación, gestión y financiación - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network",
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_librov_programasproyectos_072021.pdf,dts_librov_programasproyectos_072021.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,planning-document,"Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021",Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2021,,,,,,https://www.sdp.gov.co/micrositios/pot/documentos,,,1.000,,pot-bogota-dts-2021,COMPONENT,"Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 5. Programas y Proyectos - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network",
Conpes Movilidad Sostenible,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Conpes Movilidad Sostenible/Conpes_3991.pdf,Conpes_3991.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Documento CONPES 3991: Política Nacional de Movilidad Urbana y Regional,Consejo Nacional de Política Económica y Social (CONPES),Departamento Nacional de Planeación,2020,,,,,,https://colaboracion.dnp.gov.co/CDT/Conpes/Econ%C3%B3micos/3991.pdf,,,1.000,,conpes-3991-2020,PUBLICATION,"Approved version dated Bogotá, 14 April 2020, prepared by the Departamento Nacional de Planeación with the Ministerios de Hacienda, Ambiente y Desarrollo Sostenible and Transporte; the misleading embedded PDF title about Situado Fiscal is template residue from an unrelated document; treated as a standalone numbered government policy report rather than a statute or decree, so flip this row to NONBOOK if CONPES documents should stay outside the book catalogue",
Otras políticas relacionadas,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Otras políticas relacionadas/05-Agosto-2022 Estrategia Nacional de Transporte Sostenible_V6.pdf,05-Agosto-2022 Estrategia Nacional de Transporte Sostenible_V6.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Estrategia Nacional de Transporte Sostenible,Ministerio de Transporte de Colombia; Ministerio de Ambiente y Desarrollo Sostenible; Ministerio de Minas y Energía; Departamento Nacional de Planeación; Unidad de Planeación Minero Energética,Gobierno de Colombia,2022,,,,,,https://mintransporte.gov.co/publicaciones/10754/transporte-sostenible/,,,1.000,,estrategia-nacional-transporte-sostenible-2022,PUBLICATION,"Cover reads 'Estrategia Nacional de Transporte Sostenible - GOBIERNO DE COLOMBIA » 2022'; the Ministerio de Transporte publications page hosts the official document, developed through the Mesa Interinstitucional de Transporte Sostenible and presented in August 2022",
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/2021_estudio_DOT_Metro_de_Bogota.pdf,2021_estudio_DOT_Metro_de_Bogota.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Estación Calle 26 – Estudio DOT: reporte final. Estructuración de un modelo de transacción para movilizar financiamiento privado en apoyo a la estrategia de Desarrollo Orientado al Transporte Público de la Primera Línea del Metro de Bogotá,JLL,World Bank Group,2021,,,,,,,,,1.000,,wb-jll-estudio-dot-calle26-2021,PUBLICATION,"Cover verifies the title, the label 'Reporte Final', the date 20 September 2021 and the World Bank trust-fund reference TF072644; the PDF author field is a worldbank.org address and the text states that the World Bank contracted JLL; no public World Bank Open Knowledge record was located, so an authoritative URL is still outstanding",
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_Cali.pdf,DOT_Cali.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,presentation,Corredor Verde – TOD NAMA Cali: proyecto Sendero ecológico Río Lili,Hanae Tanaka,,2018,,,,,,,,,1.000,,tod-nama-cali-corredor-verde-2018,NONBOOK,"Slide deck dated 18 December 2018 in the PDF metadata, presenting the Cali pilot of the Colombia TOD-NAMA on the Simón Bolívar corridor; the deck carries TOD-NAMA branding but names no publishing entity, and the author is taken from the PDF metadata; a presentation, not an Open Library book",
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_Manizales.pdf,DOT_Manizales.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,presentation,TOD NAMA Manizales: Renace el Centro,Findeter; Alcaldía de Manizales,Findeter,2021,,,,,,https://manizales.gov.co/wp-content/uploads/Informe-Manizales-M%C3%A1s-Oportunidades-2016-2019.pdf,,,1.000,,tod-nama-manizales-2021,NONBOOK,Ten-page image-only project brochure/presentation; title and responsible institutions verified visually and the official city report corroborates the project,
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_NAMA_Colombia.pdf,DOT_NAMA_Colombia.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,registry-record,NS-127 – Colombia TOD NAMA: NAMA seeking support for implementation,Findeter; Center for Clean Air Policy,United Nations Framework Convention on Climate Change,,,,,,,https://www4.unfccc.int/sites/PublicNAMA/_layouts/un/fccc/nama/NamaSeekingSupportForImplementation.aspx?ID=67,,,1.000,,colombia-tod-nama-unfccc,NONBOOK,"Print-out of UNFCCC public NAMA registry entry NS-127; the national implementing entity contacts are Sandra P. Bejarano of Findeter and Steve Winkelman of CCAP, and the record states an expected implementation start of 2015 but carries no publication date, so the year is left blank rather than inferred; the UNFCCC registry was in maintenance during this session, and CCAP's own record is at https://www.ccap.org/post/colombia-transit-oriented-development-nama-selected-for-funding; a registry record, not an Open Library book",
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/Plan_Parcial_San_Bernardo.pdf,Plan_Parcial_San_Bernardo.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,web-capture,Centro San Bernardo – Plan Parcial,RenoBo - Empresa de Renovación y Desarrollo Urbano de Bogotá D.C.,RenoBo - Empresa de Renovación y Desarrollo Urbano de Bogotá D.C.,2024,,,,,,https://renobo.com.co/es/proyectos/centro-san-bernardo-plan-parcial,,,1.000,,plan-parcial-centro-san-bernardo,NONBOOK,"Three-page browser capture taken 12 January 2024 of RenoBo's project page for the Plan Parcial de Renovación Urbana Centro San Bernardo; renobo.com.co refuses automated requests but the page is indexed and mirrored by the Secretaría Distrital de Planeación; a web page capture, not an Open Library book",
Proyectos DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/Resolucion_0958_DOT_Villa_Nelly.pdf,Resolucion_0958_DOT_Villa_Nelly.pdf,REVIEW,VERIFIED_NONBOOK,verified_manifest,legal-document,Resolución 0958 de 2023: Directrices para la formulación de la Actuación Estratégica Chucua La Vaca,Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2023,,,,,,,,,1.000,,bogota-resolution-0958-2023,NONBOOK,Official administrative resolution verified visually on the local first page; not a book,
Recomendaciones de política- DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP-Findeter_Politica DOTS_Presentación Gral Proyecto.pdf,CCAP-Findeter_Politica DOTS_Presentación Gral Proyecto.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,presentation,Formulación de los lineamientos y recomendaciones de política para la implementación de iniciativas de Desarrollo Orientado al Transporte Sostenible (DOTS) en Colombia: presentación general del proyecto,Consorcio SIGMA Gestión de Proyectos – Despacio,Consorcio SIGMA Gestión de Proyectos – Despacio,2020,,,,,,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,,,1.000,,ccap-findeter-dots-presentacion-2020,NONBOOK,"Slide deck dated October 2020 carrying the '© Copyright CONSORCIO SIGMA GP - DESPACIO 2020' line on every slide; a project presentation, not an Open Library book",
Recomendaciones de política- DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP_Politica DOTS_Deber Ser Política V2 FINAL.pdf,CCAP_Politica DOTS_Deber Ser Política V2 FINAL.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Informe 2: El deber ser de la política DOTS,Consorcio SIGMA Gestión de Proyectos – Despacio,Center for Clean Air Policy (CCAP); Findeter,2019,,,,,,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,,,1.000,,dots-colombia-informe2-deber-ser-2019,PUBLICATION,"Cover verifies 'INFORME 2: EL DEBER SER DE LA POLÍTICA DOTS - V2', dated 6 September 2019, presented to CCAP and Findeter by the Consorcio SIGMA GP - Despacio; 178 pages of concept definition and international case studies, a distinct deliverable from Informe 3",
Recomendaciones de política- DOTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP_Politica DOTS_Resumen Ejecutivo V5_FINAL.pdf,CCAP_Politica DOTS_Resumen Ejecutivo V5_FINAL.pdf,NOT_FOUND,ALTERNATE_EDITION,verified_manifest,report,"Lineamientos para una política nacional DOTS (resumen ejecutivo, versión 5)",Consorcio SIGMA Gestión de Proyectos – Despacio,Findeter,2020,,,,,,https://bibliotecadigital.findeter.metabiblioteca.com/handle/001/9617,,,1.000,,lineamientos-politica-nacional-dots-2020,ALTERNATE_EDITION,"Word-produced draft labelled 'V5_FINAL' of the executive summary later issued as the designed Findeter publication; identical sections, objectives and four strategic proposals, so the same intellectual work in an earlier version",
DOTS Asia,5 DOT y planeación urbana (Gregor Wessels)/DOTS Asia/HCMC transport and land use research.pdf,HCMC transport and land use research.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,teaching-case,Ho Chi Minh City Transport and Land Use,José A. Gómez-Ibáñez; Nguyen Xuan Thanh,Fulbright Economics Teaching Program,2008,,,,,,https://fsppm.fulbright.edu.vn/en/case/ho-chi-minh-city-transport-and-land-use-56/,,,1.000,,gomez-ibanez-thanh-hcmc-2008,PUBLICATION,"Official Fulbright School case catalog verifies the title, authors, publisher, 22 June 2008 date, case number CE08-32-34.0, media type, and pagination",
DOTS Asia,5 DOT y planeación urbana (Gregor Wessels)/DOTS Asia/Journal Cities 2012 TOD Dalian China 1-s2.0-S0966692312000592-main.pdf,Journal Cities 2012 TOD Dalian China 1-s2.0-S0966692312000592-main.pdf,NOT_FOUND,VERIFIED_EXTERNAL,crossref,journal-article,Establishing the conditions for effective transit-oriented development in China: the case of Dalian,Rui Mu; Martin de Jong,Elsevier BV,2012,10.1016/j.jtrangeo.2012.02.010,,,,,https://doi.org/10.1016/j.jtrangeo.2012.02.010,,,1.000,,,,DOI metadata verifies a non-book publication; do not create it as an Open Library book,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/1411_727_Final July 2008 07.pdf,1411_727_Final July 2008 07.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,serial-issue,"Land Lines, July 2008",Ann LeRoyer,Lincoln Institute of Land Policy,2008,,,,,,https://www.lincolninst.edu/publications/issues/land-lines-july-2008/,,,1.000,,land-lines-july-2008,NONBOOK,Verified quarterly newsletter issue; not an Open Library book candidate,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/1743_963_Land Lines January 2010.pdf,1743_963_Land Lines January 2010.pdf,REVIEW,VERIFIED_NONBOOK,verified_manifest,serial-issue,"Land Lines, January 2010",Ann LeRoyer,Lincoln Institute of Land Policy,2010,,,,,,https://www.lincolninst.edu/publications/issues/land-lines-january-2010/,,,1.000,,land-lines-january-2010,NONBOOK,Verified quarterly newsletter issue; not an Open Library book candidate,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/2007TODCaseStudies.pdf,2007TODCaseStudies.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,"TOD Case Studies: Implementation in Low-Income, Diverse Neighborhoods",Center for Transit-Oriented Development,Center for Transit-Oriented Development,2007,,,,,,https://ctod.org/pdfs/2007TODCaseStudies.pdf,,,1.000,,ctod-tod-case-studies-2007,PUBLICATION,"CTOD-hosted report verifies the title, corporate author, responsible organizations, funder, updated date of 17 January 2007, and report purpose",
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/abc dutch planning.pdf,abc dutch planning.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,The ABC Location Policy in the Netherlands: The Right Business at the Right Place,M. J. Martens; S. van Griethuysen,TNO Inro,1999,,,,,,https://www.gov.wales/sites/default/files/publications/2018-10/application-of-accessibility-methodologies-to-land-use-planning.pdf,,,1.000,,martens-griethuysen-abc-1999,PUBLICATION,"Local TRANSLAND report title page and government bibliography verify the title, authors, publisher, 3 September 1999 date, and report context",
DOTS Europa & Estados Unidos,"5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Applying DOT Rail Policy to Washington, D.C.'s Metrorail System Could Save Federal Funds.pdf","Applying DOT Rail Policy to Washington, D.C.'s Metrorail System Could Save Federal Funds.pdf",NOT_FOUND,OL_MATCHED,verified_manifest,report,"Applying DOT's Rail Policy to Washington, D.C.'s Metrorail System Could Save Federal Funds",United States General Accounting Office,United States General Accounting Office,1983,,,,,,https://www.gao.gov/assets/122342.pdf,/works/OL10729940W,/books/OL14900732M,1.000,,gao-rced-83-24-1983,PUBLICATION,"Official GAO publications catalog verifies the canonical title, report number GAO/RCED-83-24, responsible organization, and publication date of 12 January 1983",
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Columbia Heights case.pdf,Columbia Heights case.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,planning-document,Columbia Heights Public Realm Framework,Zimmer Gunsul Frasca Partnership,"Government of the District of Columbia, Office of Planning",2004,,,,,,https://planning.dc.gov/page/columbia-heights-public-realm-framework-plan-and-columbia-heights-revitalization-information,,,1.000,,dc-columbia-heights-framework-2004,NONBOOK,"Official DC Office of Planning page and full plan verify the title, preparer, issuing organization, October 2004 date, and planning-document type",
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Journal cities 2012 TOD Denver 1-s2.0-S0264275112001527-main.pdf,Journal cities 2012 TOD Denver 1-s2.0-S0264275112001527-main.pdf,NOT_FOUND,VERIFIED_EXTERNAL,crossref,journal-article,The reshaping of land use and urban form in Denver through transit-oriented development,Keith A. Ratner; Andrew R. Goetz,Elsevier BV,2013,10.1016/j.cities.2012.08.007,,,,,https://doi.org/10.1016/j.cities.2012.08.007,,,1.000,,,,DOI metadata verifies a non-book publication; do not create it as an Open Library book,
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/LAND TAX Jerry Jones M Star 1 Feb 06.pdf,LAND TAX Jerry Jones M Star 1 Feb 06.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,newspaper-article,The Simple Way to End Land Hoarding,Jerry Jones,Morning Star,2006,,,,,,https://www.labourland.org/land-value-tax-in-the-news/,,,1.000,,morning-star-land-hoarding-2006,NONBOOK,"Single newspaper page dated 1 February 2006; title, author, newspaper, and date verified visually and corroborated by the Labour Land Campaign index",
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/land use europe technical_report_9_2007.pdf,land use europe technical_report_9_2007.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Land-use scenarios for Europe: qualitative and quantitative analysis on a European scale,European Environment Agency,European Environment Agency,2007,,,,,9789291679270,https://www.eea.europa.eu/publications/technical_report_2007_9,,,1.000,,eea-land-use-scenarios-europe-2007,PUBLICATION,"Official EEA Technical Report 9/2007; title, responsible organization, publisher, year, series, pagination, and checksum-valid ISBN corroborated by government-hosted copies",
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/land-use-regulations-USA.pdf,land-use-regulations-USA.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,research-brief,From Traditional to Reformed: A Review of the Land Use Regulations in the Nation's 50 Largest Metropolitan Areas,Rolf Pendall; Robert Puentes; Jonathan Martin,Brookings Institution,2006,,,,,,https://www.brookings.edu/wp-content/uploads/2016/06/20060802_pendall.pdf,,,1.000,,pendall-land-use-regulations-2006,PUBLICATION,"Official Brookings full report verifies the canonical title, three authors, publisher, August 2006 date, research-brief series, and pagination",
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Measuring Equity in Transit-Oriented Development_ Application to.pdf,Measuring Equity in Transit-Oriented Development_ Application to.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,capstone,Measuring Equity in Transit-Oriented Development: Application to Affordable Housing,Beryl Oranga,SIT Graduate Institute,2015,,,,,,https://digitalcollections.sit.edu/capstones/2811/,,,1.000,,oranga-equity-tod-2015,PUBLICATION,"Official SIT digital collection verifies the canonical title, author, institution, year, degree, advisers, capstone identifier, and document type",
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/property tax sprawl hpd_1701_goodman.pdf,property tax sprawl hpd_1701_goodman.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,article,"Houses, Apartments, and the Incidence of Property Taxes",Jack Goodman,Fannie Mae Foundation,2006,10.1080/10511482.2006.9521558,,,,,https://www.tandfonline.com/doi/abs/10.1080/10511482.2006.9521558,,,1.000,,goodman-houses-apartments-property-taxes-2006,NONBOOK,"Publisher DOI page verifies the article title, author, 2006 Housing Policy Debate volume and issue, pages, publisher context, and DOI",
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/TOD tcrp_rpt_95c17.pdf,TOD tcrp_rpt_95c17.pdf,REVIEW,CREATE_CANDIDATE,verified_manifest,report,"Traveler Response to Transportation System Changes Handbook, Third Edition: Chapter 17, Transit-Oriented Development",John E. Evans IV; Richard H. Pratt; Andrew Stryker; J. Richard Kuzmyak,Transportation Research Board,2007,10.17226/14077,,,0309098920,9780309098922,https://www.nationalacademies.org/publications/14077,,,1.000,,tcrp-report-95-chapter-17-2007,PUBLICATION,"Official National Academies metadata verifies title, date, DOI, and ISBN; the existing Open Library ISBN hit is bibliographically unrelated",
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/TOD-infrastructure-financing-report-2013.pdf,TOD-infrastructure-financing-report-2013.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Infrastructure Financing Options for Transit-Oriented Development,United States Environmental Protection Agency,United States Environmental Protection Agency,2013,,,,,,https://www.epa.gov/smartgrowth/infrastructure-financing-options-transit-oriented-development,,,1.000,,epa-infrastructure-financing-tod-2013,PUBLICATION,"Official EPA publication page verifies the canonical title, responsible organization, publisher, date, scope, and 251-page report format",
DOTS Europa & Estados Unidos,5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/WMATA-TOD-Presentation072213.pdf,WMATA-TOD-Presentation072213.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,presentation,WMATA Transit-Oriented Development in Maryland,Washington Metropolitan Area Transit Authority,Washington Metropolitan Area Transit Authority,2013,,,,,,https://planning.maryland.gov/Documents/Our-Engagement/773/2013/WMATA-TOD-Presentation072213.pdf,,,1.000,,wmata-tod-maryland-2013,NONBOOK,"Official Maryland planning-hosted presentation verifies the title, responsible organization, audience, date of 22 July 2013, and presentation format",
Planeación territorial,5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/land use and transport challenges for research and policy making.pdf,land use and transport challenges for research and policy making.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,article,Land Use and Transport: Research and Policy Challenges,Bert van Wee,Elsevier,2002,10.1016/S0966-6923(02)00041-8,,,,,https://research.tudelft.nl/en/publications/land-use-and-transport-research-and-policy-challenges/,,,1.000,,van-wee-land-use-transport-2002,NONBOOK,"TU Delft research record verifies the journal article title, author, publisher, date, journal, volume, issue, pages, and DOI",
Planeación territorial,5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/land use and transport planning New Zealand.pdf,land use and transport planning New Zealand.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Integrating land use and transport planning,M. Ward; J. Dixon; B. Sadler; J. Wilson,Land Transport New Zealand,2007,,,,,9780478287462,https://www.nzta.govt.nz/resources/research/reports/333,,,1.000,,nzta-research-report-333-2007,PUBLICATION,"Official NZ Transport Agency catalog page verifies title, authors, publisher, report number, date, pagination, and checksum-valid ISBN",
Planeación territorial,5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/TRB-landuse-VMT.pdf,TRB-landuse-VMT.pdf,MATCHED,ALREADY_MATCHED,openlibrary,,Driving and the built environment,"National Research Council (U.S.). Committee for the Study on the Relationships Among Development Patterns, Vehicle Miles Traveled, and Energy Consumption",,,,,,,9780309142557,,/works/OL15596836W,/books/OL24547420M,0.995,,,,,
Teoria DOTS,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/TODandEmploymentFINALMay2011.pdf,TODandEmploymentFINALMay2011.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Transit-Oriented Development (TOD) and Employment,Dena Belzer; Sujata Srivastava; Jeff Wood; Ellen Greenberg,Center for Transit-Oriented Development,2011,,,,,,https://trid.trb.org/View/1111817,,,1.000,,tod-and-employment-2011,PUBLICATION,"TRID verifies the report title, authors, date, publisher, pagination, and FTA report number",
