local_work_id,local_folders,local_pdf_count,canonical_title,canonical_author,canonical_publisher,canonical_year,document_type,verification_status,ol_work_key,external_url,primary_identifier_type,primary_identifier,openlibrary_eligibility,preparation_status,missing_metadata,suggested_queries,notes
OLP-CE03A237F557C0F3,DOTS América Latina,1,Estimation of a Location Model of Land Uses in the City of Bogotá for the Assessment of a Transit-Oriented Development (TOD) Scheme in a BRT Corridor,David Francisco Meléndez Guevara,Universidad de los Andes,2014,dissertation,CREATE_CANDIDATE,,,local_work,OLP-CE03A237F557C0F3,ELIGIBLE_BOOKLIKE,NEEDS_AUTHORITY_SOURCE,,"""Estimation of a Location Model of Land Uses in the City of Bogotá for the Assessment of a Transit-Oriented Development (TOD) Scheme in a BRT Corridor"" | ""Estimation of a Location Model of Land Uses in the City of Bogotá for the Assessment of a Transit-Oriented Development (TOD) Scheme in a BRT Corridor"" ""David Francisco Meléndez Guevara""","Local thesis title and approval pages verify the canonical title, author, institution, January 2014 date, degree, adviser, and document type; the national RedCol index independently lists this Universidad de los Andes thesis and year"
OLP-8D8DB88A04DB69ED,Captura de valor,1,Value Capture for Funding Colombian BRTS Infrastructure: The Case of Transmilenio in Bogotá,Camilo Mendoza,"Institute for Housing and Urban Development Studies (IHS), Erasmus University Rotterdam",2005,dissertation,CREATE_CANDIDATE,,,local_work,OLP-8D8DB88A04DB69ED,ELIGIBLE_BOOKLIKE,NEEDS_AUTHORITY_SOURCE,,"""Value Capture for Funding Colombian BRTS Infrastructure: The Case of Transmilenio in Bogotá"" | ""Value Capture for Funding Colombian BRTS Infrastructure: The Case of Transmilenio in Bogotá"" ""Camilo Mendoza""","Title page verifies the title, the author, supervisor Peter Pol, the report number UMD-1-08, the UMD1 master course running 6 October 2004 to 23 September 2005 and the imprint 'Rotterdam, September 2005'; the year 2004 recorded earlier was the course start, not the publication year; no public IHS or Erasmus repository record was located"
OLP-1EACD1F3B5BC7190,DOTS Colombia,1,Evaluando el potencial del desarrollo orientado al transporte considerando las preferencias y percepciones de los ciudadanos,Verónica Meza Llinás,Universidad del Norte,2021,dissertation,CREATE_CANDIDATE,,https://manglar.uninorte.edu.co/handle/10584/10958,url,https://manglar.uninorte.edu.co/handle/10584/10958,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Evaluando el potencial del desarrollo orientado al transporte considerando las preferencias y percepciones de los ciudadanos"" | ""Evaluando el potencial del desarrollo orientado al transporte considerando las preferencias y percepciones de los ciudadanos"" ""Verónica Meza Llinás""","Despite the local filename this is not a Transmilenio DOTS study: the title page and project sheet identify a Magíster en Ingeniería Civil thesis by Verónica Meza Llinás, tutor Julián Alberto Arellana Ochoa, Universidad del Norte, Barranquilla, December 2021; the Manglar repository record confirms title, author and year"
OLP-3A816D5673C1F420,DOTS Europa & Estados Unidos,1,The Simple Way to End Land Hoarding,Jerry Jones,Morning Star,2006,newspaper-article,VERIFIED_NONBOOK,,https://www.labourland.org/land-value-tax-in-the-news/,url,https://www.labourland.org/land-value-tax-in-the-news/,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""The Simple Way to End Land Hoarding"" | ""The Simple Way to End Land Hoarding"" ""Jerry Jones""","Single newspaper page dated 1 February 2006; title, author, newspaper, and date verified visually and corroborated by the Labour Land Campaign index"
OLP-BCC4D9D43AF8A3F7,Captura de valor,1,Movilización social de la valorización de la tierra: casos latinoamericanos,María Clara Vejarano; Martim O. Smolka,Lincoln Institute of Land Policy,2007,book,PARENT_COMPONENT,,https://www.lincolninst.edu/publications/other/movilizacion-social-la-valorizacion-la-tierra,url,https://www.lincolninst.edu/publications/other/movilizacion-social-la-valorizacion-la-tierra,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Movilización social de la valorización de la tierra: casos latinoamericanos"" | ""Movilización social de la valorización de la tierra: casos latinoamericanos"" ""María Clara Vejarano""","The local PDF is labelled 'DOCUMENTO 2 DE 2' of the Colombia case study 'Bogotá, D.C. primera experiencia de recuperación de la plusvalía urbana para la colectividad en el marco de la Ley de Desarrollo Territorial' by Sandra V. Salgado, Alexander Sierra, Magda Montaña and María Clara Vejarano; it is one chapter of the Lincoln Institute compilation, not a standalone book"
OLP-B06DF104220F04E5,Captura de valor,1,Land Value Capture as a Source of Funding of Public Transit for Greater Montréal,George Hazel Consultancy Ltd; Edinburgh-Rail Ltd,National Bank of Canada,2014,report,CREATE_CANDIDATE,,https://files.newswire.ca/1362/Land_Value.pdf,url,https://files.newswire.ca/1362/Land_Value.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Land Value Capture as a Source of Funding of Public Transit for Greater Montréal"" | ""Land Value Capture as a Source of Funding of Public Transit for Greater Montréal"" ""George Hazel Consultancy Ltd""","Full report title and imprint pages verify the title, preparing organizations, commissioning publisher, October 2014 date, and report format"
OLP-B3302690A6C0BC48,Planeación territorial,1,Integrating land use and transport planning,M. Ward; J. Dixon; B. Sadler; J. Wilson,Land Transport New Zealand,2007,report,CREATE_CANDIDATE,,https://www.nzta.govt.nz/resources/research/reports/333,isbn_13,9780478287462,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Integrating land use and transport planning"" | ""Integrating land use and transport planning"" ""M. Ward""","Official NZ Transport Agency catalog page verifies title, authors, publisher, report number, date, pagination, and checksum-valid ISBN"
OLP-2C883D684EF40067,DOTS Europa & Estados Unidos,1,Measuring Equity in Transit-Oriented Development: Application to Affordable Housing,Beryl Oranga,SIT Graduate Institute,2015,capstone,CREATE_CANDIDATE,,https://digitalcollections.sit.edu/capstones/2811/,url,https://digitalcollections.sit.edu/capstones/2811/,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Measuring Equity in Transit-Oriented Development: Application to Affordable Housing"" | ""Measuring Equity in Transit-Oriented Development: Application to Affordable Housing"" ""Beryl Oranga""","Official SIT digital collection verifies the canonical title, author, institution, year, degree, advisers, capstone identifier, and document type"
OLP-C76EFDCDC70133F6,Smart Growth,1,Sprawling Cities Getting Hotter Faster,OurAmazingPlanet Staff,OurAmazingPlanet,2010,news-article,VERIFIED_NONBOOK,,https://www.livescience.com/archive/2010/06,url,https://www.livescience.com/archive/2010/06,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Sprawling Cities Getting Hotter Faster"" | ""Sprawling Cities Getting Hotter Faster"" ""OurAmazingPlanet Staff""","Local two-page web capture and Live Science archive verify the title, corporate byline, publication, date of 23 June 2010, and article type; it is not an Open Library book"
OLP-C6EB682181E2B8E5,DOTS América Latina,1,Integración de Transporte no Motorizado y DOTS,Carlos Felipe Pardo; Patricia Calderón Peña,Cámara de Comercio de Bogotá; Fundación Despacio,2014,book,CREATE_CANDIDATE,,https://bibliotecadigital.ccb.org.co/items/c040679c-44a6-421c-8aa7-05e994c578d7,isbn_13,9789585767454,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Integración de Transporte no Motorizado y DOTS"" | ""Integración de Transporte no Motorizado y DOTS"" ""Carlos Felipe Pardo""","Official Cámara de Comercio de Bogotá repository and publication copy verify the title, authors, publishers, year, description, handle, and checksum-valid ISBN"
OLP-04487432259C4A11,DOTS Colombia,1,"Ciudad, transporte y género: la movilidad urbana en el desarrollo sostenible de Villavicencio",María Fernanda Parra Mosquera,Universidad de los Andes,2021,dissertation,CREATE_CANDIDATE,,https://hdl.handle.net/1992/54341,url,https://hdl.handle.net/1992/54341,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Ciudad, transporte y género: la movilidad urbana en el desarrollo sostenible de Villavicencio"" | ""Ciudad, transporte y género: la movilidad urbana en el desarrollo sostenible de Villavicencio"" ""María Fernanda Parra Mosquera""","Colombian national repository aggregator and Universidad de los Andes handle record verify the canonical title, author, institution, year, resource type, and repository identifier"
OLP-D468F8E71EEEE47B,DOTS Europa & Estados Unidos,1,From Traditional to Reformed: A Review of the Land Use Regulations in the Nation's 50 Largest Metropolitan Areas,Rolf Pendall; Robert Puentes; Jonathan Martin,Brookings Institution,2006,research-brief,CREATE_CANDIDATE,,https://www.brookings.edu/wp-content/uploads/2016/06/20060802_pendall.pdf,url,https://www.brookings.edu/wp-content/uploads/2016/06/20060802_pendall.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""From Traditional to Reformed: A Review of the Land Use Regulations in the Nation's 50 Largest Metropolitan Areas"" | ""From Traditional to Reformed: A Review of the Land Use Regulations in the Nation's 50 Largest Metropolitan Areas"" ""Rolf Pendall""","Official Brookings full report verifies the canonical title, three authors, publisher, August 2006 date, research-brief series, and pagination"
OLP-0F372063BFF2D071,Proyectos DOTS,1,Centro San Bernardo – Plan Parcial,RenoBo - Empresa de Renovación y Desarrollo Urbano de Bogotá D.C.,RenoBo - Empresa de Renovación y Desarrollo Urbano de Bogotá D.C.,2024,web-capture,VERIFIED_NONBOOK,,https://renobo.com.co/es/proyectos/centro-san-bernardo-plan-parcial,url,https://renobo.com.co/es/proyectos/centro-san-bernardo-plan-parcial,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Centro San Bernardo – Plan Parcial"" | ""Centro San Bernardo – Plan Parcial"" ""RenoBo - Empresa de Renovación y Desarrollo Urbano de Bogotá D.C.""","Three-page browser capture taken 12 January 2024 of RenoBo's project page for the Plan Parcial de Renovación Urbana Centro San Bernardo; renobo.com.co refuses automated requests but the page is indexed and mirrored by the Secretaría Distrital de Planeación; a web page capture, not an Open Library book"
OLP-851F027880085BA7,PMMS Bogota 2023,1,Documento Técnico de Soporte del Plan de Movilidad Sostenible y Segura de Bogotá D.C.,Secretaría Distrital de Movilidad de Bogotá,Secretaría Distrital de Movilidad de Bogotá,2023,planning-document,CREATE_CANDIDATE,,https://www.movilidadbogota.gov.co/plan-de-movilidad-sostenible-y-segura,url,https://www.movilidadbogota.gov.co/plan-de-movilidad-sostenible-y-segura,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Documento Técnico de Soporte del Plan de Movilidad Sostenible y Segura de Bogotá D.C."" | ""Documento Técnico de Soporte del Plan de Movilidad Sostenible y Segura de Bogotá D.C."" ""Secretaría Distrital de Movilidad de Bogotá""","1,395-page technical support document issued with Decreto 497 de 2023 and published in Registro Distrital 7845 of October 2023; the internal reference DPM-009-2023 and the Secretaría Distrital de Movilidad masthead verify the responsible entity; movilidadbogota.gov.co could not be reached from this network, while the adopting decree page at alcaldiabogota.gov.co responded"
OLP-1C12A5D3A6B92C23,DTS,7,"Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021",Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2021,planning-document,PARENT_COMPONENT,,https://www.sdp.gov.co/micrositios/pot/documentos,url,https://www.sdp.gov.co/micrositios/pot/documentos,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021"" | ""Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021"" ""Secretaría Distrital de Planeación de Bogotá""","Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Anexo 28. Guía de formulación de las Actuaciones Estratégicas - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Anexo 29. Actuación Estratégica Reverdecer del Sur - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 1. Componente General - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 2. Componente Urbano - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 3. Componente Rural - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 4. Instrumentos de planeación, gestión y financiación - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 5. Programas y Proyectos - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network"
OLP-B9EBCD2A5F341487,Acuerdo,1,"Proyecto de Acuerdo del Plan de Ordenamiento Territorial de Bogotá D.C. presentado al Concejo de Bogotá, septiembre de 2021","Alcaldía Mayor de Bogotá, D.C.; Secretaría Distrital de Planeación",Concejo de Bogotá D.C.,2021,legal-document,VERIFIED_NONBOOK,,https://www.sdp.gov.co/micrositios/pot/documentos,url,https://www.sdp.gov.co/micrositios/pot/documentos,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Proyecto de Acuerdo del Plan de Ordenamiento Territorial de Bogotá D.C. presentado al Concejo de Bogotá, septiembre de 2021"" | ""Proyecto de Acuerdo del Plan de Ordenamiento Territorial de Bogotá D.C. presentado al Concejo de Bogotá, septiembre de 2021"" ""Alcaldía Mayor de Bogotá, D.C.""","463-page draft agreement filed with the Concejo de Bogotá in September 2021, later superseded by Decreto Distrital 555 de 2021; a legislative bill rather than a published book; sdp.gov.co did not respond from this network"
OLP-63840B009ADD2066,DOTS Colombia,1,Desarrollo Orientado al Transporte Sostenible (DOTS): Una prospectiva para Colombia,Julián Rodrigo Quintero González,Universidad Nacional de Colombia,2019,article,VERIFIED_NONBOOK,,https://revistas.unal.edu.co/index.php/bitacora/article/view/65979,doi,10.15446/bitacora.v29n3.65979,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Desarrollo Orientado al Transporte Sostenible (DOTS): Una prospectiva para Colombia"" | ""Desarrollo Orientado al Transporte Sostenible (DOTS): Una prospectiva para Colombia"" ""Julián Rodrigo Quintero González""","Official Bitácora Urbano Territorial record verifies the title, author, publisher, year, volume, issue, pages, and DOI; this is a journal article rather than a book"
OLP-020A67635190BDE7,Captura de valor,1,Revisão bibliográfica comentada dos fundamentos da Outorga Onerosa do Direito de Construir – OODC,Vera F. Rezende; Fernanda Furtado; M. Teresa C. Oliveira; Pedro Jorgensen Jr.,"Revista de Direito da Cidade, Universidade do Estado do Rio de Janeiro",2011,article,VERIFIED_NONBOOK,,https://www.e-publicacoes.uerj.br/rdc/article/view/9853,url,https://www.e-publicacoes.uerj.br/rdc/article/view/9853,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Revisão bibliográfica comentada dos fundamentos da Outorga Onerosa do Direito de Construir – OODC"" | ""Revisão bibliográfica comentada dos fundamentos da Outorga Onerosa do Direito de Construir – OODC"" ""Vera F. Rezende""","Journal article, Revista de Direito da Cidade vol. 3 no. 2 (2011), pp. 156-205, with collaboration by Isabela Bacellar; the local PDF's first page and its embedded document title confirm the exact title and the four credited authors; the UERJ e-publicações host did not respond during this session"
OLP-0E0DB8DBE0E26A16,DOTS América Latina,1,Desarrollo urbano orientado a los sistemas de transporte público masivo tipo BRT (Bus Rapid Transit) en Quito y Bogotá,Daniel A. Rodríguez; Erik Vergel; William Fernando Camargo Triana,Lincoln Institute of Land Policy,2014,working-paper,CREATE_CANDIDATE,,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2456_1803_Rodriguez%20WP14DR1SP.pdf,url,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2456_1803_Rodriguez%20WP14DR1SP.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Desarrollo urbano orientado a los sistemas de transporte público masivo tipo BRT (Bus Rapid Transit) en Quito y Bogotá"" | ""Desarrollo urbano orientado a los sistemas de transporte público masivo tipo BRT (Bus Rapid Transit) en Quito y Bogotá"" ""Daniel A. Rodríguez""","Official Lincoln Institute working-paper copy verifies the title, authors and supporting author, publisher, 2014 date, and product code WP14DR1SP"
OLP-B2DDC90F423B5844,Captura de valor,1,"Aportes para a melhoria da gestão do transporte público por ônibus de Bogotá, a partir das experiências de Belo Horizonte e Curitiba",Fernando Rojas Parra,Pontificia Universidad Javeriana,2006,article,VERIFIED_NONBOOK,,https://dialnet.unirioja.es/servlet/articulo?codigo=2527104,url,https://dialnet.unirioja.es/servlet/articulo?codigo=2527104,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Aportes para a melhoria da gestão do transporte público por ônibus de Bogotá, a partir das experiências de Belo Horizonte e Curitiba"" | ""Aportes para a melhoria da gestão do transporte público por ônibus de Bogotá, a partir das experiências de Belo Horizonte e Curitiba"" ""Fernando Rojas Parra""","Papel Político (Bogotá) vol. 11 no. 2, julio-diciembre 2006, pp. 557-594; the local PDF uses a shifted font encoding whose decoded title block and running head confirm the journal, volume, issue and the author's Javeriana affiliation; a journal article, not an Open Library book"
OLP-385320BA9EB60661,Captura de valor,1,Location Value Capture Opportunities for Urban Public Transport Finance,Deborah Salon,Regional Plan Association; Volvo Research and Educational Foundations,2014,white-paper,CREATE_CANDIDATE,,https://www.urbanismnext.org/resources/location-value-capture-opportunities-for-urban-public-transport-finance,url,https://www.urbanismnext.org/resources/location-value-capture-opportunities-for-urban-public-transport-finance,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Location Value Capture Opportunities for Urban Public Transport Finance"" | ""Location Value Capture Opportunities for Urban Public Transport Finance"" ""Deborah Salon""","Research catalog and bibliographic references verify the canonical title, author, responsible organizations, year, white-paper format, and Transit Leadership Summit context"
OLP-52B97CE4C2372AD2,Smart Growth,1,Effect of Smart Growth Policies on Travel Demand,Maren Outwater; Colin Smith; Jerry Walters; Brian Welch; Robert Cervero; Kara M. Kockelman; J. Richard Kuzmyak,Transportation Research Board,2014,report,CREATE_CANDIDATE,,https://trid.trb.org/View/1248222,isbn_13,9780309272889,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Effect of Smart Growth Policies on Travel Demand"" | ""Effect of Smart Growth Policies on Travel Demand"" ""Maren Outwater""","TRID and National Academies metadata verify title, authors, publisher, report S2-C16-RR-1, pagination, date, and checksum-valid ISBN"
OLP-4321B84409E4C4E0,Captura de valor,1,Recuperación de plusvalías para el desarrollo urbano: una comparación inter-americana,Martim O. Smolka; David Amborski,"Instituto de Estudios Urbanos y Territoriales, Pontificia Universidad Católica de Chile",2003,article,VERIFIED_NONBOOK,,https://doi.org/10.4067/S0250-71612003008800003,doi,10.4067/S0250-71612003008800003,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Recuperación de plusvalías para el desarrollo urbano: una comparación inter-americana"" | ""Recuperación de plusvalías para el desarrollo urbano: una comparación inter-americana"" ""Martim O. Smolka""","Revista EURE vol. XXIX no. 88, Santiago de Chile, diciembre 2003, pp. 55-77; the local PDF's first page carries that exact citation line and the DOI resolves to the matching SciELO Chile record; a journal article, not an Open Library book"
OLP-16F8F195029B6B73,DOTS Europa & Estados Unidos,1,"Traveler Response to Transportation System Changes Handbook, Third Edition: Chapter 17, Transit-Oriented Development",John E. Evans IV; Richard H. Pratt; Andrew Stryker; J. Richard Kuzmyak,Transportation Research Board,2007,report,CREATE_CANDIDATE,,https://www.nationalacademies.org/publications/14077,doi,10.17226/14077,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Traveler Response to Transportation System Changes Handbook, Third Edition: Chapter 17, Transit-Oriented Development"" | ""Traveler Response to Transportation System Changes Handbook, Third Edition: Chapter 17, Transit-Oriented Development"" ""John E. Evans IV""","Official National Academies metadata verifies title, date, DOI, and ISBN; the existing Open Library ISBN hit is bibliographically unrelated"
OLP-4E84292D3118AD41,Captura de valor,1,Land Value Capture: Annexes,Transport for London; Greater London Authority,Transport for London; Greater London Authority,2017,report,CREATE_CANDIDATE,,https://www.london.gov.uk/sites/default/files/land_value_capture_report_annexes_transport_for_london.pdf,url,https://www.london.gov.uk/sites/default/files/land_value_capture_report_annexes_transport_for_london.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Land Value Capture: Annexes"" | ""Land Value Capture: Annexes"" ""Transport for London""","Official London government PDF verifies the canonical title, joint responsible organizations, February 2017 final version date, annex structure, and report format"
OLP-367223DD52A48145,Captura de valor,1,Rentas inmobiliarias privadas en la distribución de cargas y beneficios de los proyectos urbanos: estudio del polígono de la estación Andalucía del Metrocable de Medellín,María Patricia Tobón Molina,"Universidad Nacional de Colombia, Sede Medellín",2012,dissertation,CREATE_CANDIDATE,,,local_work,OLP-367223DD52A48145,ELIGIBLE_BOOKLIKE,NEEDS_AUTHORITY_SOURCE,,"""Rentas inmobiliarias privadas en la distribución de cargas y beneficios de los proyectos urbanos: estudio del polígono de la estación Andalucía del Metrocable de Medellín"" | ""Rentas inmobiliarias privadas en la distribución de cargas y beneficios de los proyectos urbanos: estudio del polígono de la estación Andalucía del Metrocable de Medellín"" ""María Patricia Tobón Molina""","Title page and degree page verify the title, the author, the February 2012 date, the director Henry Quesada Gómez and the degree 'Trabajo final de Maestría en Estudios Urbano Regionales' at the Facultad de Arquitectura, UNAL Medellín; no reachable repositorio.unal.edu.co record was located, so an authoritative URL is still outstanding"
OLP-95A003A24DBB91FF,Teoria DOTS,1,Transit-Oriented Development (TOD) and Employment,Dena Belzer; Sujata Srivastava; Jeff Wood; Ellen Greenberg,Center for Transit-Oriented Development,2011,report,CREATE_CANDIDATE,,https://trid.trb.org/View/1111817,url,https://trid.trb.org/View/1111817,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Transit-Oriented Development (TOD) and Employment"" | ""Transit-Oriented Development (TOD) and Employment"" ""Dena Belzer""","TRID verifies the report title, authors, date, publisher, pagination, and FTA report number"
OLP-ACA53318940E8516,Proyectos DOTS,1,Corredor Verde – TOD NAMA Cali: proyecto Sendero ecológico Río Lili,Hanae Tanaka,,2018,presentation,VERIFIED_NONBOOK,,,local_work,OLP-ACA53318940E8516,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,publisher,"""Corredor Verde – TOD NAMA Cali: proyecto Sendero ecológico Río Lili"" | ""Corredor Verde – TOD NAMA Cali: proyecto Sendero ecológico Río Lili"" ""Hanae Tanaka""","Slide deck dated 18 December 2018 in the PDF metadata, presenting the Cali pilot of the Colombia TOD-NAMA on the Simón Bolívar corridor; the deck carries TOD-NAMA branding but names no publishing entity, and the author is taken from the PDF metadata; a presentation, not an Open Library book"
OLP-00C26896F1C3DC3A,Proyectos DOTS,1,TOD NAMA Manizales: Renace el Centro,Findeter; Alcaldía de Manizales,Findeter,2021,presentation,VERIFIED_NONBOOK,,https://manizales.gov.co/wp-content/uploads/Informe-Manizales-M%C3%A1s-Oportunidades-2016-2019.pdf,url,https://manizales.gov.co/wp-content/uploads/Informe-Manizales-M%C3%A1s-Oportunidades-2016-2019.pdf,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""TOD NAMA Manizales: Renace el Centro"" | ""TOD NAMA Manizales: Renace el Centro"" ""Findeter""",Ten-page image-only project brochure/presentation; title and responsible institutions verified visually and the official city report corroborates the project
OLP-F38EF1AE1F13DEDF,Planeación territorial,1,Land Use and Transport: Research and Policy Challenges,Bert van Wee,Elsevier,2002,article,VERIFIED_NONBOOK,,https://research.tudelft.nl/en/publications/land-use-and-transport-research-and-policy-challenges/,doi,10.1016/S0966-6923(02)00041-8,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Land Use and Transport: Research and Policy Challenges"" | ""Land Use and Transport: Research and Policy Challenges"" ""Bert van Wee""","TU Delft research record verifies the journal article title, author, publisher, date, journal, volume, issue, pages, and DOI"
OLP-2E9C2B9EC45A6B28,DOTS América Latina,1,"¿Es la densidad suficiente? Análisis de la relación entre la densidad poblacional y la demanda de pasajeros en los sistemas de transporte público masivo tipo BRT (Bus Rapid Transit) en Curitiba, Quito y Bogotá",C. Erik Vergel-Tovar,International Institute for Environment and Development–Latin America,2019,article,VERIFIED_NONBOOK,,https://www.ingentaconnect.com/contentone/iieal/meda/2019/00000090/00000001/art00005,url,https://www.ingentaconnect.com/contentone/iieal/meda/2019/00000090/00000001/art00005,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""¿Es la densidad suficiente? Análisis de la relación entre la densidad poblacional y la demanda de pasajeros en los sistemas de transporte público masivo tipo BRT (Bus Rapid Transit) en Curitiba, Quito y Bogotá"" | ""¿Es la densidad suficiente? Análisis de la relación entre la densidad poblacional y la demanda de pasajeros en los sistemas de transporte público masivo tipo BRT (Bus Rapid Transit) en Curitiba, Quito y Bogotá"" ""C. Erik Vergel-Tovar""","Author CV and journal issue references verify the canonical title, author, journal, issue 90, August 2019 date, and article format"
OLP-0EAB8D955B5ACAB5,Proyectos DOTS,1,Estación Calle 26 – Estudio DOT: reporte final. Estructuración de un modelo de transacción para movilizar financiamiento privado en apoyo a la estrategia de Desarrollo Orientado al Transporte Público de la Primera Línea del Metro de Bogotá,JLL,World Bank Group,2021,report,CREATE_CANDIDATE,,,local_work,OLP-0EAB8D955B5ACAB5,ELIGIBLE_BOOKLIKE,NEEDS_AUTHORITY_SOURCE,,"""Estación Calle 26 – Estudio DOT: reporte final. Estructuración de un modelo de transacción para movilizar financiamiento privado en apoyo a la estrategia de Desarrollo Orientado al Transporte Público de la Primera Línea del Metro de Bogotá"" | ""Estación Calle 26 – Estudio DOT: reporte final. Estructuración de un modelo de transacción para movilizar financiamiento privado en apoyo a la estrategia de Desarrollo Orientado al Transporte Público de la Primera Línea del Metro de Bogotá"" ""JLL""","Cover verifies the title, the label 'Reporte Final', the date 20 September 2021 and the World Bank trust-fund reference TF072644; the PDF author field is a worldbank.org address and the text states that the World Bank contracted JLL; no public World Bank Open Knowledge record was located, so an authoritative URL is still outstanding"
OLP-0E6D06EDEF964CC9,Captura de valor,1,Joint Development Policies and Guidelines,Washington Metropolitan Area Transit Authority,Washington Metropolitan Area Transit Authority,2013,guidelines,CREATE_CANDIDATE,,https://www.wmata.com/about/board/upload/Joint-Development-Policies-2013-07-25.pdf,url,https://www.wmata.com/about/board/upload/Joint-Development-Policies-2013-07-25.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Joint Development Policies and Guidelines"" | ""Joint Development Policies and Guidelines"" ""Washington Metropolitan Area Transit Authority""","Official WMATA document and FHWA resource catalog verify the canonical title, responsible organization, publisher, revised date of 25 July 2013, and guideline format"
